=========================================================================================================
   TRAFFIC LIGHT MFG EXAMPLE (HIGH DIFFICULTY) 
=========================================================================================================
Parameters:
  xmin = 0.0, xmax = 1.0
  T    = 1.0, Nx = 200, Nt = 100
  nu   = 0.02, beta = 2, penalty = 150.0
Solver Parameters:
  PICARD_MAX_ITER = 200, PICARD_TOL = 1e-06
  DAMPING = 0.1
  NEWTON_MAX_ITER = 20, NEWTON_TOL = 1e-08
Grid Info:
  dt = 0.010000, dx = 0.005000
---------------------------------------------------------------------------------------------------------
Iter  | Abs Err U    | Rel Err U    | Abs Err M    | Rel Err M    | Newton It  | Time (s)
83    | 3.1363e-04   | 1.3569e-06   | 8.3531e-04   | 4.9403e-06   | 398        | 0.0984
84    | 2.7008e-04   | 1.1683e-06   | 7.9755e-04   | 4.7170e-06   | 398        | 0.0991
85    | 2.2811e-04   | 9.8664e-07   | 7.6338e-04   | 4.5149e-06   | 398        | 0.0988
86    | 1.9293e-04   | 8.3439e-07   | 7.2856e-04   | 4.3090e-06   | 398        | 0.0986
87    | 1.6672e-04   | 7.2095e-07   | 6.7895e-04   | 4.0155e-06   | 398        | 0.0990
88    | 1.4896e-04   | 6.4409e-07   | 6.1232e-04   | 3.6214e-06   | 398        | 0.0986
89    | 1.3735e-04   | 5.9384e-07   | 5.4678e-04   | 3.2337e-06   | 398        | 0.0986
90    | 1.2957e-04   | 5.6018e-07   | 5.0342e-04   | 2.9772e-06   | 398        | 0.0990
91    | 1.2467e-04   | 5.3894e-07   | 4.8245e-04   | 2.8531e-06   | 398        | 0.0986
92    | 1.2232e-04   | 5.2877e-07   | 4.6696e-04   | 2.7614e-06   | 398        | 0.0983
93    | 1.2126e-04   | 5.2416e-07   | 4.4651e-04   | 2.6405e-06   | 398        | 0.0989
94    | 1.1929e-04   | 5.1560e-07   | 4.2403e-04   | 2.5075e-06   | 398        | 0.0991
95    | 1.1473e-04   | 4.9584e-07   | 4.0454e-04   | 2.3923e-06   | 398        | 0.0986
96    | 1.0723e-04   | 4.6340e-07   | 3.8605e-04   | 2.2829e-06   | 398        | 0.0990
97    | 9.7332e-05   | 4.2061e-07   | 3.6335e-04   | 2.1487e-06   | 398        | 0.0980
98    | 8.5637e-05   | 3.7005e-07   | 3.3617e-04   | 1.9880e-06   | 398        | 0.0984
99    | 7.2601e-05   | 3.1371e-07   | 3.0983e-04   | 1.8323e-06   | 398        | 0.0993
100   | 5.9009e-05   | 2.5497e-07   | 2.8929e-04   | 1.7108e-06   | 398        | 0.0985
101   | 4.6341e-05   | 2.0022e-07   | 2.7450e-04   | 1.6233e-06   | 398        | 0.0983
102   | 3.6354e-05   | 1.5707e-07   | 2.6230e-04   | 1.5512e-06   | 398        | 0.0991
103   | 2.9870e-05   | 1.2906e-07   | 2.5067e-04   | 1.4824e-06   | 398        | 0.0984
104   | 2.6024e-05   | 1.1244e-07   | 2.3944e-04   | 1.4161e-06   | 398        | 0.0985
105   | 2.3463e-05   | 1.0137e-07   | 2.2859e-04   | 1.3518e-06   | 398        | 0.0992
106   | 2.1736e-05   | 9.3908e-08   | 2.1754e-04   | 1.2865e-06   | 398        | 0.0984
107   | 2.0870e-05   | 9.0163e-08   | 2.0618e-04   | 1.2193e-06   | 398        | 0.0984
108   | 2.0434e-05   | 8.8281e-08   | 1.9539e-04   | 1.1555e-06   | 398        | 0.0991
109   | 1.9759e-05   | 8.5365e-08   | 1.8609e-04   | 1.1005e-06   | 398        | 0.0983
110   | 1.8640e-05   | 8.0526e-08   | 1.7823e-04   | 1.0540e-06   | 398        | 0.0986
111   | 1.7404e-05   | 7.5189e-08   | 1.7096e-04   | 1.0110e-06   | 398        | 0.0992
112   | 1.6396e-05   | 7.0830e-08   | 1.6366e-04   | 9.6783e-07   | 398        | 0.0987
---------------------------------------------------------------------------------------------------------
CONVERGED at nu=0.02 in 112 iterations.
Total Execution Time: 11.3573 seconds.
