x,rho_0.1,rho_0.05,rho_0.01,rho_0.005,rho_0.001,rho_0.0005,rho_0.0001
-0.11999999999999988,-0.5921778140760169,-0.6049651057921636,-0.6093037871979664,-0.6094444780256907,-0.6094897419830528,-0.6094911559902209,-0.6094916049544232
-0.09999999999999987,-0.5922894637765083,-0.6050203575717907,-0.6093148117689333,-0.6094499909773521,-0.6094908447568937,-0.6094917073910404,-0.6094917152368892
-0.08000000000000007,-0.5923808083997879,-0.6050655617208409,-0.6093238316200585,-0.6094545014555435,-0.6094917470038947,-0.6094921585259893,-0.6094918054657747
-0.06000000000000005,-0.5924518506634481,-0.6051007191738277,-0.6093308468675597,-0.6094580095138253,-0.6094924487340353,-0.6094925094000113,-0.6094918756420612
-0.040000000000000036,-0.592502592911051,-0.6051258307701198,-0.609335857624215,-0.6094605152050517,-0.609492949957317,-0.6094927600180715,-0.609491925766736
-0.020000000000000018,-0.5925330371114348,-0.6051408972536666,-0.6093388639993227,-0.6094620185813492,-0.6094932506837593,-0.6094929103851544,-0.6094919558407919
0.0,-0.592543184858127,-0.6051459192727497,-0.6093398660986564,-0.6094625196940964,-0.609493350923396,-0.6094929605062616,-0.6094919658652266
0.020000000000000018,-0.5925330371114351,-0.6051408972536665,-0.6093388639993226,-0.609462018581349,-0.6094932506837588,-0.609492910385154,-0.6094919558407916
0.040000000000000036,-0.5925025929110515,-0.6051258307701197,-0.6093358576242148,-0.6094605152050514,-0.6094929499573161,-0.609492760018071,-0.6094919257667357
0.06000000000000005,-0.5924518506634486,-0.6051007191738276,-0.6093308468675592,-0.6094580095138247,-0.6094924487340341,-0.6094925094000104,-0.6094918756420608
0.08000000000000007,-0.5923808083997882,-0.6050655617208408,-0.609323831620058,-0.6094545014555426,-0.6094917470038932,-0.609492158525988,-0.6094918054657741
0.10000000000000009,-0.5922894637765085,-0.6050203575717905,-0.6093148117689324,-0.6094499909773512,-0.6094908447568916,-0.6094917073910389,-0.6094917152368885
0.1200000000000001,-0.5921778140760171,-0.6049651057921633,-0.6093037871979653,-0.6094444780256896,-0.6094897419830504,-0.6094911559902191,-0.6094916049544225
0.14000000000000012,-0.5920458562074922,-0.6048998053526046,-0.609290757787545,-0.6094379625463118,-0.609488438672416,-0.6094905043186086,-0.6094914746174008
0.16000000000000014,-0.5918935867077891,-0.6048244551292488,-0.6092757234147106,-0.6094304444843067,-0.6094869348150651,-0.6094897523713118,-0.6094913242248555
0.18000000000000016,-0.5917210017424519,-0.6047390539040775,-0.6092586839531977,-0.6094219237841202,-0.6094852304011088,-0.6094889001434607,-0.6094911537758247
0.20000000000000018,-0.5915280971068321,-0.6046436003653046,-0.6092396392734857,-0.6094124003895759,-0.6094833254206959,-0.6094879476302169,-0.609490963269355
0.2200000000000002,-0.5913148682273113,-0.604538093107789,-0.6092185892428451,-0.6094018742438978,-0.6094812198640174,-0.6094868948267728,-0.6094907527045003
0.2400000000000002,-0.5910813101626297,-0.6044225306334727,-0.6091955337253873,-0.6093903452897311,-0.60947891372131,-0.6094857417283541,-0.6094905220803226
0.26000000000000023,-0.5908274176053169,-0.6042969113518476,-0.6091704725821131,-0.6093778134691649,-0.6094764069828607,-0.6094844883302214,-0.6094902713958933
0.28000000000000025,-0.590553184883229,-0.6041612335804476,-0.6091434056709644,-0.6093642787237536,-0.6094736996390099,-0.6094831346276725,-0.609490000650292
0.30000000000000027,-0.5902586059611868,-0.6040154955453677,-0.6091143328468747,-0.6093497409945403,-0.609470791680156,-0.6094816806160436,-0.6094897098426081
0.31999999999999984,-0.5899436744427167,-0.6038596953818088,-0.6090832539618222,-0.6093342002220782,-0.6094676830967587,-0.6094801262907125,-0.6094893989719408
