-2.000000000000000000e+00 2.676760120656559864e-04 2.676936266862853307e-04
-1.979999999999999982e+00 3.138695139865597342e-04 2.940156462053981207e-04
-1.959999999999999964e+00 3.674463563882013448e-04 3.665332473815894926e-04
-1.939999999999999947e+00 4.294809295764280815e-04 4.497736104725129727e-04
-1.919999999999999929e+00 5.011860247163859835e-04 5.451407053945350484e-04
-1.899999999999999911e+00 5.839277964603905137e-04 6.542015435937523476e-04
-1.879999999999999893e+00 6.792419106427115445e-04 7.787016473302204840e-04
-1.859999999999999876e+00 7.888509074014388297e-04 9.205815939255295940e-04
-1.840000000000000080e+00 9.146828004396014228e-04 1.081994629926740512e-03
-1.820000000000000062e+00 1.058890921612999072e-03 1.265325343608489838e-03
-1.800000000000000044e+00 1.223875006501768227e-03 1.473209374220013114e-03
-1.780000000000000027e+00 1.412303500971279820e-03 1.708554123617688067e-03
-1.760000000000000009e+00 1.627137050857892188e-03 1.974560420749064266e-03
-1.739999999999999991e+00 1.871653116751652648e-03 2.274745072036444844e-03
-1.719999999999999973e+00 2.149471633343893410e-03 2.612964211133560026e-03
-1.699999999999999956e+00 2.464581607948386054e-03 2.993437339856841288e-03
-1.679999999999999938e+00 2.821368525614151909e-03 3.420771928382303293e-03
-1.659999999999999920e+00 3.224642398793314563e-03 3.899988417126487063e-03
-1.640000000000000124e+00 3.679666267924899987e-03 4.436545435200433922e-03
-1.620000000000000107e+00 4.192184925715262966e-03 5.036365021081904564e-03
-1.600000000000000089e+00 4.768453602566761866e-03 5.705857600379657391e-03
-1.580000000000000071e+00 5.415266313820396929e-03 6.451946443501596629e-03
-1.560000000000000053e+00 6.139983531593406346e-03 7.282091292977254521e-03
-1.540000000000000036e+00 6.950558805437304435e-03 8.204310816475235760e-03
-1.520000000000000018e+00 7.855563917313701863e-03 9.227203507610030192e-03
-1.500000000000000000e+00 8.864212118054574582e-03 1.035996662292723060e-02
-1.479999999999999982e+00 9.986378955180532507e-03 1.161241271053357199e-02
-1.459999999999999964e+00 1.123262016640364999e-02 1.299498325430629118e-02
-1.439999999999999947e+00 1.261418608011204666e-02 1.451875892814664948e-02
-1.419999999999999929e+00 1.414303193445174897e-02 1.619546592806729232e-02
-1.399999999999999911e+00 1.583182350116598552e-02 1.803747782681119211e-02
-1.379999999999999893e+00 1.769393738004244529e-02 2.005781237702813566e-02
-1.359999999999999876e+00 1.974345531560059083e-02 2.227012267566162718e-02
-1.339999999999999858e+00 2.199515188048330877e-02 2.468868209503021632e-02
-1.319999999999999840e+00 2.446447487085639388e-02 2.732836238604649179e-02
-1.299999999999999822e+00 2.716751776890035872e-02 3.020460436702494117e-02
-1.280000000000000027e+00 3.012098364709569001e-02 3.333338062849146299e-02
-1.260000000000000009e+00 3.334213991928653559e-02 3.673114971118689870e-02
-1.239999999999999991e+00 3.684876338520461092e-02 4.041480125185840239e-02
-1.219999999999999973e+00 4.065907506888488676e-02 4.440159164017393190e-02
-1.199999999999999956e+00 4.479166441770966040e-02 4.870906979078222510e-02
-1.179999999999999938e+00 4.926540250803045778e-02 5.335499270764230972e-02
-1.160000000000000142e+00 5.409934399560629992e-02 5.835723060356279301e-02
-1.140000000000000124e+00 5.931261765443181927e-02 6.373366143653026727e-02
-1.120000000000000107e+00 6.492430546565325367e-02 6.950205483575529197e-02
-1.100000000000000089e+00 7.095331034869685471e-02 7.567994551406387327e-02
