x,rho_0.1,rho_0.05,rho_0.01,rho_0.005,rho_0.001,rho_0.0005,rho_0.0001
0.52,-0.5777148909557629,-0.5935072671954703,-0.6001857078535094,-0.6006170603390641,-0.6008947669834133,-0.6009252335046907,-0.6009489242451233
0.54,-0.5771726389648553,-0.5932391204869597,-0.6001322394096678,-0.600590325281332,-0.6008894194707051,-0.6009225597054105,-0.6009483894780254
0.56,-0.576609808300263,-0.5929608195946842,-0.6000767500326778,-0.6005625799735007,-0.6008838699290673,-0.600919784892556,-0.6009478345083413
0.5800000000000001,-0.5760263873226419,-0.5926723611810547,-0.6000192394743773,-0.6005338243186548,-0.6008781183434986,-0.6009169090589015,-0.6009472593346701
0.6000000000000001,-0.5754223640782494,-0.592373741834559,-0.5999597074859294,-0.6005040582204566,-0.6008721646992615,-0.6009139321973628,-0.6009466639556402
0.6200000000000001,-0.5747977263022389,-0.5920649580707203,-0.5998981538178948,-0.6004732815831738,-0.6008660089818855,-0.6009108543009979,-0.6009460483699104
0.6400000000000001,-0.5741524614220385,-0.5917460063330753,-0.5998345782203035,-0.6004414943117072,-0.6008596511771717,-0.6009076753630102,-0.6009454125761697
0.6600000000000001,-0.5734865565608126,-0.5914168829941712,-0.5997689804427274,-0.600408696311619,-0.6008530912711972,-0.6009043953767494,-0.600944756573138
0.6800000000000002,-0.5727999985410055,-0.591077584356582,-0.599701360234352,-0.6003748874891592,-0.6008463292503189,-0.6009010143357146,-0.6009440803595665
0.7000000000000002,-0.5720927738879636,-0.5907281066539418,-0.5996317173440481,-0.6003400677512932,-0.6008393651011773,-0.6008975322335557,-0.6009433839342376
0.7200000000000002,-0.5713648688336382,-0.590368446051997,-0.599560051520444,-0.6003042370057287,-0.6008321988107005,-0.6008939490640749,-0.6009426672959662
0.7400000000000002,-0.5706162693203627,-0.5899985986496746,-0.5994863625119973,-0.6002673951609417,-0.600824830366108,-0.6008902648212283,-0.6009419304435992
0.7600000000000002,-0.5698469610047083,-0.5896185604801683,-0.5994106500670656,-0.600229542126203,-0.6008172597549147,-0.6008864794991289,-0.6009411733760158
0.7800000000000002,-0.5690569292614112,-0.5892283275120408,-0.5993329139339794,-0.6001906778116038,-0.6008094869649341,-0.6008825930920468,-0.6009403960921286
0.8000000000000003,-0.5682461591873732,-0.5888278956503415,-0.5992531538611113,-0.6001508021280809,-0.6008015119842813,-0.6008786055944121,-0.6009395985908828
0.8199999999999998,-0.5674146356057331,-0.5884172607377408,-0.5991713695969481,-0.6001099149874425,-0.6007933348013775,-0.6008745170008153,-0.6009387808712576
0.8399999999999999,-0.5665623430700074,-0.587996418555678,-0.5990875608901608,-0.6000680163023923,-0.6007849554049524,-0.6008703273060098,-0.6009379429322658
0.8599999999999999,-0.5656892658682974,-0.5875653648255245,-0.5990017274896754,-0.6000251059865542,-0.6007763737840474,-0.6008660365049123,-0.6009370847729542
0.8799999999999999,-0.564795388027563,-0.587124095209761,-0.5989138691447419,-0.5999811839544966,-0.6007675899280188,-0.600861644592606,-0.6009362063924041
0.8999999999999999,-0.5638806933179604,-0.5866726053131679,-0.5988239856050048,-0.5999362501217557,-0.6007586038265409,-0.6008571515643397,-0.6009353077897314
0.9199999999999999,-0.5629451652572409,-0.5862108906840287,-0.5987320766205715,-0.5998903044048585,-0.6007494154696085,-0.6008525574155307,-0.6009343889640867
0.94,-0.5619887871152119,-0.5857389468153461,-0.5986381419420816,-0.5998433467213461,-0.6007400248475393,-0.6008478621417653,-0.6009334499146558
0.96,-0.5610115419182546,-0.5852567691460706,-0.5985421813207747,-0.5997953769897965,-0.6007304319509779,-0.6008430657388005,-0.6009324906406598
0.98,-0.5600134124538998,-0.584764353062339,-0.5984441945085586,-0.5997463951298457,-0.6007206367708965,-0.6008381682025647,-0.6009315111413549
1.0,-0.5589943812754578,-0.5842616938987252,-0.5983441812580762,-0.5996964010622103,-0.6007106392985987,-0.600833169529159,-0.6009305114160335
1.02,-0.5579544307067016,-0.5837487869395017,-0.598242141322773,-0.5996453947087079,-0.6007004395257206,-0.600828069714858,-0.6009294914640234
1.04,-0.5568935428466016,-0.5832256274199095,-0.5981380744569628,-0.5995933759922785,-0.6006900374442341,-0.6008228687561107,-0.6009284512846889
1.06,-0.5558116995741085,-0.582692210527439,-0.5980319804158933,-0.5995403448370046,-0.6006794330464481,-0.6008175666495419,-0.60092739087743
1.08,-0.5547088825529833,-0.5821485314031184,-0.5979238589558118,-0.599486301168131,-0.6006686263250108,-0.6008121633919523,-0.6009263102416833
1.1,-0.5535850732366744,-0.5815945851428113,-0.5978137098340289,-0.5994312449120843,-0.6006576172729114,-0.6008066589803203,-0.600925209376922
